1735

(0, 0, 0)					(0, 0, 0)					   (0, 0)
(0, 0, 0)					(0, 0, 0)					   (0, 0)
(0, 0, 0)					(0, 0, 0)					   (0, 0)
(0, 0, 0)					(0, 0, 0)					   (0, 0)
(0, 0, 0)					(0, 0, 0)					   (0, 0)
(0, 0, 0.135516)			(0, 0, 0.135516)			   (0, 0)
(0, 0.12, 0)				(0, 0.12, 0)				   (0, 0)
(0, 0.12, 0.135516)			(0, 0.12, 0.135516)			   (0, 0)
(0, 0.12, 0)				(0, 0.12, 0)				   (0, 0)
(0, 0.12, 0)				(0, 0.12, 0)				   (0, 0)
(0, 0.12, 0.135516)			(0, 0.12, 0.135516)			   (0, 0)
(0, 0.12, 0.251999)			(0, 0.12, 0.251999)			   (0, 0)
(0, 0.24, 0)				(0, 0.24, 0)				   (0, 0)
(0, 0.24, 0.251999)			(0, 0.24, 0.251999)			   (0, 0)
(0, 0.24, 0)				(0, 0.24, 0)				   (0, 0)
(0, 0.24, 0)				(0, 0.24, 0)				   (0, 0)
(0, 0.24, 0.251999)			(0, 0.24, 0.251999)			   (0, 0)
(0, 0.24, 0.333089)			(0, 0.24, 0.333089)			   (0, 0)
(0, 0.36, 0)				(0, 0.36, 0)				   (0, 0)
(0, 0.36, 0.333089)			(0, 0.36, 0.333089)			   (0, 0)
(0, 0.36, 0)				(0, 0.36, 0)				   (0, 0)
(0, 0.36, 0)				(0, 0.36, 0)				   (0, 0)
(0, 0.36, 0.333089)			(0, 0.36, 0.333089)			   (0, 0)
(0, 0.36, 0.367398)			(0, 0.36, 0.367398)			   (0, 0)
(0, 0.48, 0)				(0, 0.48, 0)				   (0, 0)
(0, 0.48, 0.367398)			(0, 0.48, 0.367398)			   (0, 0)
(0, 0.48, 0)				(0, 0.48, 0)				   (0, 0)
(0, 0.48, 0)				(0, 0.48, 0)				   (0, 0)
(0, 0.48, 0.367398)			(0, 0.48, 0.367398)			   (0, 0)
(0, 0.48, 0.350107)			(0, 0.48, 0.350107)			   (0, 0)
(0, 0.6, 0)					(0, 0.6, 0)					   (0, 0)
(0, 0.6, 0.350107)			(0, 0.6, 0.350107)			   (0, 0)
(0, 0.6, 0)					(0, 0.6, 0)					   (0, 0)
(0, 0.6, 0)					(0, 0.6, 0)					   (0, 0)
(0, 0.6, 0.350107)			(0, 0.6, 0.350107)			   (0, 0)
(0, 0.6, 0.283645)			(0, 0.6, 0.283645)			   (0, 0)
(0, 0.72, 0)				(0, 0.72, 0)				   (0, 0)
(0, 0.72, 0.283645)			(0, 0.72, 0.283645)			   (0, 0)
(0, 0.72, 0)				(0, 0.72, 0)				   (0, 0)
(0, 0.72, 0)				(0, 0.72, 0)				   (0, 0)
(0, 0.72, 0.283645)			(0, 0.72, 0.283645)			   (0, 0)
(0, 0.72, 0.177345)			(0, 0.72, 0.177345)			   (0, 0)
(0, 0.84, 0)				(0, 0.84, 0)				   (0, 0)
(0, 0.84, 0.177345)			(0, 0.84, 0.177345)			   (0, 0)
(0, 0.84, 0)				(0, 0.84, 0)				   (0, 0)
(0, 0.84, 0)				(0, 0.84, 0)				   (0, 0)
(0, 0.84, 0.177345)			(0, 0.84, 0.177345)			   (0, 0)
(0, 0.84, 0.0461382)		(0, 0.84, 0.0461382)		   (0, 0)
(0, 0.96, 0)				(0, 0.96, 0)				   (0, 0)
(0, 0.96, 0.0461382)		(0, 0.96, 0.0461382)		   (0, 0)
(0, 0.96, -0)				(0, 0.96, -0)				   (0, 0)
(0, 0.96, -0)				(0, 0.96, -0)				   (0, 0)
(0, 0.96, 0.0461382)		(0, 0.96, 0.0461382)		   (0, 0)
(0, 0.96, -0.0915488)		(0, 0.96, -0.0915488)		   (0, 0)
(0, 1.08, -0)				(0, 1.08, -0)				   (0, 0)
(0, 1.08, -0.0915488)		(0, 1.08, -0.0915488)		   (0, 0)
(0, 1.08, -0)				(0, 1.08, -0)				   (0, 0)
(0, 1.08, -0)				(0, 1.08, -0)				   (0, 0)
(0, 1.08, -0.0915488)		(0, 1.08, -0.0915488)		   (0, 0)
(0, 1.08, -0.216378)		(0, 1.08, -0.216378)		   (0, 0)
(0, 1.2, -0)				(0, 1.2, -0)				   (0, 0)
(0, 1.2, -0.216378)			(0, 1.2, -0.216378)			   (0, 0)
(0, 1.2, -0)				(0, 1.2, -0)				   (0, 0)
(0, 1.2, -0)				(0, 1.2, -0)				   (0, 0)
(0, 1.2, -0.216378)			(0, 1.2, -0.216378)			   (0, 0)
(0, 1.2, -0.310818)			(0, 1.2, -0.310818)			   (0, 0)
(0, 1.32, -0)				(0, 1.32, -0)				   (0, 0)
(0, 1.32, -0.310818)		(0, 1.32, -0.310818)		   (0, 0)
(0, 1.32, -0)				(0, 1.32, -0)				   (0, 0)
(0, 1.32, -0)				(0, 1.32, -0)				   (0, 0)
(0, 1.32, -0.310818)		(0, 1.32, -0.310818)		   (0, 0)
(0, 1.32, -0.361604)		(0, 1.32, -0.361604)		   (0, 0)
(0, 1.44, -0)				(0, 1.44, -0)				   (0, 0)
(0, 1.44, -0.361604)		(0, 1.44, -0.361604)		   (0, 0)
(0, 1.44, -0)				(0, 1.44, -0)				   (0, 0)
(0, 1.44, -0)				(0, 1.44, -0)				   (0, 0)
(0, 1.44, -0.361604)		(0, 1.44, -0.361604)		   (0, 0)
(0, 1.44, -0.361604)		(0, 1.44, -0.361604)		   (0, 0)
(0, 1.56, -0)				(0, 1.56, -0)				   (0, 0)
(0, 1.56, -0.361604)		(0, 1.56, -0.361604)		   (0, 0)
(0, 1.56, -0)				(0, 1.56, -0)				   (0, 0)
(0, 1.56, -0)				(0, 1.56, -0)				   (0, 0)
(0, 1.56, -0.361604)		(0, 1.56, -0.361604)		   (0, 0)
(0, 1.56, -0.310818)		(0, 1.56, -0.310818)		   (0, 0)
(0, 1.68, -0)				(0, 1.68, -0)				   (0, 0)
(0, 1.68, -0.310818)		(0, 1.68, -0.310818)		   (0, 0)
(0, 1.68, -0)				(0, 1.68, -0)				   (0, 0)
(0, 1.68, -0)				(0, 1.68, -0)				   (0, 0)
(0, 1.68, -0.310818)		(0, 1.68, -0.310818)		   (0, 0)
(0, 1.68, -0.216378)		(0, 1.68, -0.216378)		   (0, 0)
(0, 1.8, -0)				(0, 1.8, -0)				   (0, 0)
(0, 1.8, -0.216378)			(0, 1.8, -0.216378)			   (0, 0)
(0, 1.8, -0)				(0, 1.8, -0)				   (0, 0)
(0, 1.8, -0)				(0, 1.8, -0)				   (0, 0)
(0, 1.8, -0.216378)			(0, 1.8, -0.216378)			   (0, 0)
(0, 1.8, -0.0915488)		(0, 1.8, -0.0915488)		   (0, 0)
(0, 1.92, -0)				(0, 1.92, -0)				   (0, 0)
(0, 1.92, -0.0915488)		(0, 1.92, -0.0915488)		   (0, 0)
(0, 1.92, 0)				(0, 1.92, 0)				   (0, 0)
(0, 1.92, 0)				(0, 1.92, 0)				   (0, 0)
(0, 1.92, -0.0915488)		(0, 1.92, -0.0915488)		   (0, 0)
(0, 1.92, 0.0461383)		(0, 1.92, 0.0461383)		   (0, 0)
(0.12, 0, 0)				(0.12, 0, 0)				   (0, 0)
(0.12, 0, 0)				(0.12, 0, 0)				   (0, 0)
(0.12, 0, 0.135516)			(0.12, 0, 0.135516)			   (0, 0)
(0.12, 0, 0.135516)			(0.12, 0, 0.135516)			   (0, 0)
(0.12, 0, 0)				(0.12, 0, 0)				   (0, 0)
(0.12, 0, 0.251999)			(0.12, 0, 0.251999)			   (0, 0)
(0.12, 0.12, 0.135516)		(0.12, 0.12, 0.135516)		   (0, 0)
(0.12, 0.12, 0.251999)		(0.12, 0.12, 0.251999)		   (0, 0)
(0.12, 0.12, 0.251999)		(0.12, 0.12, 0.251999)		   (0, 0)
(0.12, 0.12, 0.251999)		(0.12, 0.12, 0.251999)		   (0, 0)
(0.12, 0.12, 0.251999)		(0.12, 0.12, 0.251999)		   (0, 0)
(0.12, 0.12, 0.468605)		(0.12, 0.12, 0.468605)		   (0, 0)
(0.12, 0.24, 0.251999)		(0.12, 0.24, 0.251999)		   (0, 0)
(0.12, 0.24, 0.468605)		(0.12, 0.24, 0.468605)		   (0, 0)
(0.12, 0.24, 0.333089)		(0.12, 0.24, 0.333089)		   (0, 0)
(0.12, 0.24, 0.333089)		(0.12, 0.24, 0.333089)		   (0, 0)
(0.12, 0.24, 0.468605)		(0.12, 0.24, 0.468605)		   (0, 0)
(0.12, 0.24, 0.619397)		(0.12, 0.24, 0.619397)		   (0, 0)
